Date,Country,Estimated earnings (USD),Page views,Page RPM (USD),Impressions,Impression RPM (USD),Active View Viewable,Clicks,CTR,CPC (USD),Average Viewable Time,Page CTR,Ad request RPM (USD)
2026-01-31,孟加拉国,0.00,3,0.15,2,0.23,0.5,1,0.5,0.00,2.998,0.3333,0.04
2026-01-31,巴基斯坦,0.00,6,0.07,4,0.10,0.5,0,0,,9.4335,0,0.01
2026-01-31,土耳其,0.00,2,0.17,3,0.11,0.3333,0,0,,,0,0.04
2026-01-31,爱尔兰,0.00,1,0.22,1,0.22,1,0,0,,,0,0.03
2026-01-31,委内瑞拉,0.00,1,0.17,5,0.03,0,0,0,,,0,0.01
2026-01-31,韩国,0.00,1,0.17,4,0.04,0.75,0,0,,25.803,0,0.02
2026-01-31,阿拉伯联合酋长国,0.00,2,0.06,1,0.11,0,0,0,,,0,0.03
2026-01-31,越南,0.00,1,0.11,3,0.04,1,0,0,,25.429,0,0.02
2026-01-31,津巴布韦,0.00,0,,1,0.11,,0,0,,,,0.11
2026-01-31,塞浦路斯,0.00,1,0.10,2,0.05,1,0,0,,2.615,0,0.02
2026-01-31,伊朗,0.00,2,0.04,1,0.09,0,0,0,,,0,0.01
2026-01-31,格鲁吉亚,0.00,0,,1,0.09,0,0,0,,,,0.09
2026-01-31,柬埔寨,0.00,2,0.03,1,0.06,1,0,0,,2.842,0,0.01
2026-01-31,巴西,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-31,厄瓜多尔,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-31,香港,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-01,墨西哥,0.00,3,1.60,9,0.53,0.7778,0,0,,,0,0.25
2026-02-01,印度,0.00,15,0.25,22,0.17,0.8636,0,0,,22.0562,0,0.05
2026-02-01,越南,0.00,3,1.04,7,0.45,0.7143,0,0,,48.5915,0,0.22
2026-02-01,德国,0.00,2,1.45,7,0.41,1,0,0,,14.9179,0,0.36
2026-02-01,波兰,0.00,2,1.42,3,0.95,0.6667,0,0,,3.127,0,0.20
2026-02-01,瑞典,0.00,3,0.83,15,0.17,0.2,0,0,,12.1143,0,0.16
2026-02-01,爱尔兰,0.00,1,2.44,2,1.22,0.5,0,0,,10.579,0,0.49
2026-02-01,马来西亚,0.00,3,0.66,12,0.16,0.5833,0,0,,10.7211,0,0.09
2026-02-01,葡萄牙,0.00,2,0.86,6,0.29,1,1,0.1667,0.00,26.2858,0.5,0.14
2026-02-01,中国,0.00,20,0.08,13,0.13,0.8462,0,0,,38.041,0,0.01
2026-02-01,法国,0.00,3,0.53,7,0.23,0.5714,0,0,,18.5093,0,0.11
2026-02-01,新加坡,0.00,1,1.53,2,0.76,0.5,0,0,,,0,0.38
2026-02-01,日本,0.00,1,1.51,5,0.30,0.4,0,0,,7.562,0,0.22
2026-02-01,香港,0.00,1,1.09,3,0.36,1,0,0,,180,0,0.16
2026-02-01,埃塞俄比亚,0.00,3,0.36,2,0.54,1,0,0,,1.255,0,0.05
2026-02-01,白俄罗斯,0.00,2,0.51,6,0.17,0.75,0,0,,9.6275,0,0.07
2026-02-01,摩尔多瓦,0.00,2,0.48,5,0.19,0.6,0,0,,5.0113,0,0.11
2026-02-01,新西兰,0.00,1,0.94,1,0.94,1,0,0,,8.302,0,0.47
2026-02-01,捷克,0.00,1,0.82,3,0.27,1,0,0,,31.8893,0,0.10
2026-02-01,委内瑞拉,0.00,4,0.14,5,0.12,0.6,0,0,,3.049,0,0.03
2026-02-01,荷兰,0.00,1,0.55,4,0.14,1,0,0,,141.5775,0,0.14
2026-02-01,乌克兰,0.00,1,0.54,6,0.09,0.3333,0,0,,,0,0.09
2026-02-01,吉尔吉斯斯坦,0.00,1,0.41,3,0.14,1,0,0,,3.2667,0,0.05
2026-02-01,芬兰,0.00,2,0.16,3,0.11,0.3333,0,0,,11.494,0,0.03
2026-02-01,巴基斯坦,0.00,5,0.06,3,0.10,0.3333,0,0,,7.124,0,0.01
2026-02-01,约旦,0.00,1,0.26,4,0.06,0,0,0,,,0,0.04
2026-02-01,突尼斯,0.00,1,0.26,2,0.13,1,0,0,,,0,0.04
2026-02-01,哥伦比亚,0.00,1,0.23,1,0.23,1,0,0,,,0,0.06
2026-02-01,孟加拉国,0.00,1,0.21,2,0.11,0.5,0,0,,,0,0.03
2026-02-01,危地马拉,0.00,0,,1,0.18,1,0,0,,2.758,,0.18
2026-02-01,印度尼西亚,0.00,1,0.14,1,0.14,0,0,0,,,0,0.04
2026-02-01,伊朗,0.00,1,0.10,1,0.10,1,0,0,,1.882,0,0.01
2026-02-01,菲律宾,0.00,3,0.01,3,0.01,0.6667,0,0,,43.697,0,0.00
2026-02-01,泰国,0.00,2,0.00,0,,,0,,,,0,0.00
2026-02-01,阿尔及利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-01,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-01,巴西,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-01,黎巴嫩,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-01,缅甸,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-01,南非,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-02,巴基斯坦,0.00,4,0.98,10,0.39,0.4286,0,0,,5.164,0,0.16
2026-02-02,比利时,0.00,3,1.30,13,0.30,0.1667,0,0,,30.4725,0,0.21
2026-02-02,土耳其,0.00,2,1.29,9,0.29,0.5556,0,0,,3.4636,0,0.18
2026-02-02,马来西亚,0.00,7,0.33,23,0.10,0.6957,0,0,,57.861,0,0.05
2026-02-02,日本,0.00,8,0.28,24,0.09,0.5,0,0,,32.4503,0,0.04
2026-02-02,新加坡,0.00,3,0.68,3,0.68,1,0,0,,61.4085,0,0.51
2026-02-02,以色列,0.00,1,2.03,2,1.02,0.5,0,0,,2.411,0,0.51
2026-02-02,阿根廷,0.00,8,0.25,37,0.05,0.6486,1,0.027,0.00,27.4327,0.125,0.04
2026-02-02,爱沙尼亚,0.00,4,0.49,11,0.18,0.9091,1,0.0909,0.00,80.8421,0.25,0.09
2026-02-02,台湾,0.00,1,1.94,5,0.39,0.8,0,0,,36.6265,0,0.39
2026-02-02,澳大利亚,0.00,1,1.94,3,0.65,0.3333,0,0,,9.073,0,0.39
2026-02-02,乌拉圭,0.00,4,0.42,5,0.34,1,0,0,,11.7374,0,0.08
2026-02-02,南非,0.00,1,1.61,5,0.32,0.6,0,0,,28.5747,0,0.20
2026-02-02,捷克,0.00,1,1.36,2,0.68,0.5,0,0,,4.109,0,0.68
2026-02-02,越南,0.00,3,0.44,9,0.15,0.5556,0,0,,7.2636,0,0.07
2026-02-02,波兰,0.00,2,0.64,14,0.09,0.7857,0,0,,18.7222,0,0.08
2026-02-02,新西兰,0.00,1,1.20,3,0.40,0.6667,0,0,,13.6775,0,0.17
2026-02-02,哥伦比亚,0.00,1,1.01,4,0.25,,0,0,,,0,0.13
2026-02-02,葡萄牙,0.00,1,0.95,5,0.19,0.4,0,0,,7.0185,0,0.12
2026-02-02,孟加拉国,0.00,9,0.09,6,0.13,0.8333,0,0,,7.4818,0,0.02
2026-02-02,埃塞俄比亚,0.00,1,0.70,6,0.12,0.6667,0,0,,,0,0.09
2026-02-02,瑞典,0.00,1,0.68,5,0.14,0.2,0,0,,1.279,0,0.14
2026-02-02,缅甸,0.00,2,0.34,3,0.23,0.6667,1,0.3333,0.00,16.335,0.5,0.17
2026-02-02,尼日利亚,0.00,2,0.30,3,0.20,0.6667,0,0,,,0,0.07
2026-02-02,秘鲁,0.00,1,0.52,3,0.17,0.6667,0,0,,,0,0.07
2026-02-02,科索沃,0.00,1,0.49,3,0.16,1,0,0,,29.0417,0,0.06
2026-02-02,韩国,0.00,1,0.48,6,0.08,0.3333,0,0,,17.4925,0,0.08
2026-02-02,伊拉克,0.00,3,0.15,4,0.11,0.75,0,0,,15.6043,0,0.03
2026-02-02,奥地利,0.00,2,0.19,3,0.13,1,0,0,,,0,0.04
2026-02-02,意大利,0.00,1,0.36,3,0.12,1,0,0,,14.8483,0,0.09
2026-02-02,科威特,0.00,2,0.10,2,0.10,1,0,0,,16.289,0,0.03
2026-02-02,菲律宾,0.00,4,0.03,1,0.14,1,0,0,,1.688,0,0.01
2026-02-02,斯洛文尼亚,0.00,1,0.13,1,0.13,1,0,0,,41.064,0,0.01
2026-02-02,马达加斯加,0.00,1,0.10,1,0.10,1,0,0,,,0,0.01
2026-02-02,智利,0.00,1,0.02,1,0.02,1,0,0,,55.948,0,0.00
2026-02-02,印度尼西亚,0.00,5,0.00,0,,,0,,,,0,0.00
2026-02-02,斯里兰卡,0.00,2,0.00,0,,,0,,,,0,0.00
2026-02-02,黎巴嫩,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-02,约旦,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-03,新加坡,0.00,1,4.53,5,0.91,0.8,0,0,,2.618,0,0.91
2026-02-03,中国,0.00,44,0.08,39,0.09,0.6923,0,0,,26.507,0,0.01
2026-02-03,墨西哥,0.00,1,3.60,3,1.20,0,0,0,,,0,0.51
2026-02-03,智利,0.00,1,3.20,4,0.80,1,0,0,,20.0663,0,0.80
2026-02-03,瑞典,0.00,2,1.29,3,0.86,0.6667,0,0,,16.956,0,0.51
2026-02-03,以色列,0.00,1,2.30,5,0.46,0.4,0,0,,,0,0.33
2026-02-03,奥地利,0.00,2,1.06,7,0.30,0.5714,0,0,,17.4895,0,0.27
2026-02-03,巴基斯坦,0.00,18,0.12,18,0.12,0.6667,0,0,,16.3475,0,0.02
2026-02-03,比利时,0.00,2,1.00,7,0.29,0.7143,0,0,,102.466,0,0.13
2026-02-03,沙特阿拉伯,0.00,1,1.61,7,0.23,0.4286,0,0,,8.734,0,0.20
2026-02-03,波兰,0.00,3,0.51,6,0.25,0.5,0,0,,,0,0.11
2026-02-03,菲律宾,0.00,9,0.16,10,0.14,0.5,0,0,,16.8585,0,0.02
2026-02-03,荷兰,0.00,3,0.47,4,0.35,1,0,0,,44.577,0,0.12
2026-02-03,印度尼西亚,0.00,6,0.21,5,0.25,1,0,0,,2.6175,0,0.05
2026-02-03,白俄罗斯,0.00,5,0.25,8,0.16,1,0,0,,6.6185,0,0.05
2026-02-03,泰国,0.00,3,0.36,7,0.15,0.8571,0,0,,14.2607,0,0.05
2026-02-03,巴西,0.00,1,1.05,4,0.26,1,0,0,,70.6102,0,0.13
2026-02-03,意大利,0.00,3,0.33,14,0.07,0.5714,0,0,,24.134,0,0.05
2026-02-03,越南,0.00,6,0.16,8,0.12,1,0,0,,11.2994,0,0.03
2026-02-03,摩洛哥,0.00,3,0.30,8,0.11,0.625,0,0,,25.386,0,0.06
2026-02-03,马来西亚,0.00,3,0.20,6,0.10,0.8333,0,0,,7.8624,0,0.03
2026-02-03,摩纳哥,0.00,3,0.19,2,0.28,1,0,0,,6.7545,0,0.28
2026-02-03,孟加拉国,0.00,5,0.11,3,0.19,0.5,0,0,,1.433,0,0.03
2026-02-03,哥伦比亚,0.00,1,0.39,2,0.19,0.5,0,0,,,0,0.10
2026-02-03,希腊,0.00,2,0.19,4,0.10,1,0,0,,3.3573,0,0.03
2026-02-03,肯尼亚,0.00,1,0.36,2,0.18,0.5,0,0,,2.078,0,0.06
2026-02-03,委内瑞拉,0.00,2,0.18,3,0.12,1,0,0,,24.4537,0,0.04
2026-02-03,匈牙利,0.00,1,0.34,1,0.34,1,0,0,,,0,0.05
2026-02-03,阿尔及利亚,0.00,3,0.09,3,0.09,1,0,0,,13.0943,0,0.04
2026-02-03,阿根廷,0.00,4,0.07,3,0.09,0.6667,0,0,,,0,0.01
2026-02-03,斯里兰卡,0.00,5,0.03,2,0.08,0.5,0,0,,2.192,0,0.01
2026-02-03,保加利亚,0.00,1,0.15,1,0.15,1,0,0,,11.419,0,0.02
2026-02-03,韩国,0.00,1,0.09,1,0.09,1,0,0,,3.736,0,0.02
2026-02-03,芬兰,0.00,1,0.06,1,0.06,1,0,0,,4.278,0,0.01
2026-02-03,尼泊尔,0.00,2,0.00,0,,,0,,,,0,0.00
2026-02-03,圭亚那,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-03,乌克兰,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-04,越南,0.00,2,2.46,10,0.49,0.3333,0,0,,4.786,0,0.35
2026-02-04,乌克兰,0.00,4,1.19,16,0.30,0.5,0,0,,4.2431,0,0.20
2026-02-04,韩国,0.00,2,1.53,12,0.26,0.5,0,0,,9.406,0,0.26
2026-02-04,肯尼亚,0.00,1,2.88,4,0.72,0.75,0,0,,,0,0.48
2026-02-04,哥伦比亚,0.00,4,0.72,11,0.26,0.3636,0,0,,,0,0.15
2026-02-04,捷克,0.00,2,1.12,10,0.22,0.7,0,0,,26.9547,0,0.20
2026-02-04,菲律宾,0.00,6,0.36,13,0.17,0.8462,0,0,,7.9645,0,0.05
2026-02-04,比利时,0.00,3,0.70,11,0.19,0.6364,0,0,,24.597,0,0.13
2026-02-04,新加坡,0.00,2,0.66,6,0.22,0.5,0,0,,1.2377,0,0.16
2026-02-04,蒙古,0.00,3,0.41,4,0.31,1,0,0,,5.64,0,0.09
2026-02-04,南非,0.00,1,1.21,6,0.20,0.8333,0,0,,73.9586,0,0.15
2026-02-04,香港,0.00,1,1.17,3,0.39,1,0,0,,3.6983,0,0.17
2026-02-04,巴基斯坦,0.00,13,0.08,13,0.08,0.5833,0,0,,9.3311,0,0.02
2026-02-04,爱尔兰,0.00,2,0.51,3,0.34,0.6667,0,0,,12.589,0,0.13
2026-02-04,孟加拉国,0.00,7,0.14,8,0.12,0.375,1,0.125,0.00,3.6967,0.1429,0.03
2026-02-04,沙特阿拉伯,0.00,3,0.32,4,0.24,0.6667,0,0,,8.778,0,0.05
2026-02-04,马来西亚,0.00,4,0.24,4,0.24,0.5,0,0,,42.318,0,0.05
2026-02-04,巴西,0.00,3,0.31,3,0.31,0.3333,0,0,,27.09,0,0.06
2026-02-04,缅甸,0.00,1,0.91,2,0.46,1,0,0,,30.5525,0,0.15
2026-02-04,丹麦,0.00,2,0.44,5,0.18,0.6,0,0,,13.065,0,0.06
2026-02-04,罗马尼亚,0.00,1,0.84,2,0.42,0,0,0,,,0,0.12
2026-02-04,瑞典,0.00,2,0.40,6,0.13,0.5,0,0,,14.0103,0,0.06
2026-02-04,乌拉圭,0.00,2,0.39,4,0.20,0.75,0,0,,,0,0.10
2026-02-04,印度尼西亚,0.00,7,0.11,9,0.08,0.6667,0,0,,8.6488,0,0.02
2026-02-04,乌兹别克斯坦,0.00,1,0.63,5,0.13,0.6,0,0,,,0,0.11
2026-02-04,以色列,0.00,2,0.29,4,0.15,1,0,0,,13.5565,0,0.06
2026-02-04,秘鲁,0.00,1,0.54,4,0.14,1,0,0,,84.5973,0,0.07
2026-02-04,波兰,0.00,1,0.51,2,0.26,0.5,0,0,,2.277,0,0.13
2026-02-04,日本,0.00,1,0.50,2,0.25,1,0,0,,21.18,0,0.06
2026-02-04,澳大利亚,0.00,1,0.45,3,0.15,1,0,0,,,0,0.15
2026-02-04,阿根廷,0.00,4,0.09,3,0.12,1,0,0,,48.0215,0,0.01
2026-02-04,摩尔多瓦,0.00,1,0.35,2,0.18,,0,0,,,0,0.06
2026-02-04,泰国,0.00,2,0.10,2,0.10,1,0,0,,15.9295,0,0.02
2026-02-04,尼泊尔,0.00,3,0.05,1,0.15,0,0,0,,,0,0.01
2026-02-04,意大利,0.00,1,0.11,3,0.04,0,0,0,,,0,0.02
2026-02-04,保加利亚,0.00,1,0.10,1,0.10,1,0,0,,2.349,0,0.02
2026-02-04,黎巴嫩,0.00,1,0.10,1,0.10,0,0,0,,,0,0.02
2026-02-04,斯里兰卡,0.00,1,0.10,1,0.10,0,0,0,,,0,0.02
2026-02-04,伊朗,0.00,2,0.04,1,0.08,1,0,0,,2.067,0,0.01
2026-02-04,克罗地亚,0.00,1,0.08,1,0.08,1,0,0,,,0,0.02
2026-02-04,埃塞俄比亚,0.00,2,0.03,1,0.06,1,0,0,,2.918,0,0.01
2026-02-04,波斯尼亚和黑塞哥维那,0.00,3,0.01,5,0.01,1,0,0,,18.2817,0,0.00
2026-02-04,厄瓜多尔,0.00,1,0.02,3,0.01,1,0,0,,30.2143,0,0.00
2026-02-04,哥斯达黎加,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-04,加纳,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-04,塞尔维亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-04,特立尼达和多巴哥,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-04,伊拉克,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-05,希腊,0.00,2,2.30,14,0.33,0.7857,0,0,,15.9152,0,0.33
2026-02-05,新加坡,0.00,6,0.67,13,0.31,0.6923,0,0,,40.1556,0,0.12
2026-02-05,罗马尼亚,0.00,1,3.39,5,0.68,0,0,0,,,0,0.68
2026-02-05,法国,0.00,2,1.58,8,0.40,0.75,0,0,,22.434,0,0.23
2026-02-05,斯洛文尼亚,0.00,2,1.48,12,0.25,0.6667,0,0,,9.8596,0,0.16
2026-02-05,土耳其,0.00,4,0.72,10,0.29,0.7,0,0,,9.449,0,0.14
2026-02-05,韩国,0.00,4,0.70,20,0.14,0.5,0,0,,16.2054,0,0.13
2026-02-05,意大利,0.00,3,0.81,4,0.61,1,0,0,,27.9168,0,0.27
2026-02-05,菲律宾,0.00,11,0.21,17,0.14,0.4286,0,0,,12.4047,0,0.04
2026-02-05,匈牙利,0.00,1,2.28,3,0.76,1,0,0,,18.4007,0,0.33
2026-02-05,摩尔多瓦,0.00,1,2.18,3,0.73,1,0,0,,,0,0.31
2026-02-05,葡萄牙,0.00,2,1.08,8,0.27,0.5,0,0,,1.376,0,0.14
2026-02-05,克罗地亚,0.00,1,2.01,8,0.25,0.5,0,0,,4.1535,0,0.22
2026-02-05,奥地利,0.00,2,0.98,5,0.39,0.25,0,0,,2.479,0,0.18
2026-02-05,巴基斯坦,0.00,4,0.47,6,0.31,0.8333,0,0,,13.3642,0,0.12
2026-02-05,智利,0.00,4,0.40,4,0.40,0.5,0,0,,,0,0.11
2026-02-05,越南,0.00,6,0.24,12,0.12,0.75,0,0,,5.0967,0,0.05
2026-02-05,沙特阿拉伯,0.00,1,1.36,7,0.19,0.5714,0,0,,,0,0.15
2026-02-05,印度尼西亚,0.00,6,0.21,5,0.25,0.4,0,0,,4.526,0,0.04
2026-02-05,孟加拉国,0.00,3,0.38,3,0.38,0.6667,0,0,,10.7695,0,0.08
2026-02-05,波兰,0.00,1,1.07,3,0.36,0.6667,0,0,,,0,0.18
2026-02-05,南非,0.00,3,0.35,4,0.26,,0,0,,,0,0.06
2026-02-05,瑞典,0.00,1,0.89,6,0.15,0.8333,0,0,,9.9684,0,0.13
2026-02-05,泰国,0.00,3,0.25,5,0.15,1,0,0,,14.8056,0,0.05
2026-02-05,苏里南,0.00,1,0.61,4,0.15,0.75,0,0,,7.8977,0,0.08
2026-02-05,日本,0.00,2,0.25,5,0.10,1,0,0,,41.687,0,0.04
2026-02-05,埃及,0.00,4,0.11,6,0.08,0.3333,0,0,,7.811,0,0.02
2026-02-05,厄瓜多尔,0.00,3,0.14,5,0.08,0.2,0,0,,2.498,0,0.02
2026-02-05,台湾,0.00,0,,1,0.39,0,0,0,,,,0.39
2026-02-05,萨尔瓦多,0.00,1,0.28,2,0.14,1,0,0,,74.9685,0,0.05
2026-02-05,伊拉克,0.00,1,0.27,4,0.07,1,0,0,,,0,0.05
2026-02-05,哥伦比亚,0.00,2,0.07,1,0.14,0,0,0,,,0,0.02
2026-02-05,阿拉伯联合酋长国,0.00,2,0.03,1,0.06,1,0,0,,11.32,0,0.01
2026-02-05,阿尔及利亚,0.00,1,0.03,1,0.03,1,0,0,,11.875,0,0.02
2026-02-05,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-06,阿鲁巴,0.00,4,1.01,15,0.27,0.7333,0,0,,16.8693,0,0.14
2026-02-06,巴西,0.00,4,1.00,10,0.40,0.9,0,0,,13.3367,0,0.17
2026-02-06,荷兰,0.00,2,1.87,5,0.75,0.4,0,0,,4.152,0,0.42
2026-02-06,捷克,0.00,1,3.67,6,0.61,0.3333,0,0,,,0,0.52
2026-02-06,新加坡,0.00,3,0.98,6,0.49,0.5,0,0,,8.8273,0,0.18
2026-02-06,台湾,0.00,6,0.49,12,0.24,0.4167,0,0,,1.236,0,0.07
2026-02-06,澳大利亚,0.00,3,0.80,9,0.27,0.5556,0,0,,38.938,0,0.15
2026-02-06,智利,0.00,2,1.16,6,0.39,0.5,0,0,,6.303,0,0.19
2026-02-06,法国,0.00,4,0.53,11,0.19,0.4545,0,0,,75.71,0,0.07
2026-02-06,马来西亚,0.00,6,0.26,14,0.11,0.7857,0,0,,32.0774,0,0.04
2026-02-06,莫桑比克,0.00,4,0.35,3,0.47,0.3333,0,0,,1.891,0,0.11
2026-02-06,阿塞拜疆,0.00,3,0.46,7,0.20,0.8571,0,0,,3.004,0,0.07
2026-02-06,摩洛哥,0.00,2,0.61,9,0.14,0.7778,0,0,,4.1861,0,0.09
2026-02-06,阿根廷,0.00,2,0.60,6,0.20,0.8333,0,0,,4.836,0,0.09
2026-02-06,印度尼西亚,0.00,4,0.19,5,0.15,0.8,0,0,,17.9065,0,0.03
2026-02-06,波兰,0.00,1,0.72,6,0.12,0.5,0,0,,8.8297,0,0.10
2026-02-06,沙特阿拉伯,0.00,2,0.35,4,0.17,0.75,0,0,,25.575,0,0.09
2026-02-06,萨尔瓦多,0.00,2,0.30,2,0.30,1,0,0,,2.975,0,0.05
2026-02-06,韩国,0.00,1,0.48,4,0.12,0.75,0,0,,15.564,0,0.05
2026-02-06,牙买加,0.00,1,0.43,2,0.22,1,0,0,,5.756,0,0.07
2026-02-06,亚美尼亚,0.00,1,0.42,2,0.21,0.5,0,0,,1.622,0,0.05
2026-02-06,菲律宾,0.00,1,0.38,3,0.13,1,0,0,,,0,0.03
2026-02-06,罗马尼亚,0.00,2,0.19,6,0.06,0.8333,0,0,,,0,0.03
2026-02-06,越南,0.00,3,0.11,2,0.16,1,0,0,,20.4845,0,0.02
2026-02-06,哥斯达黎加,0.00,1,0.24,3,0.08,1,0,0,,,0,0.05
2026-02-06,格鲁吉亚,0.00,1,0.22,2,0.11,1,0,0,,,0,0.04
2026-02-06,巴基斯坦,0.00,4,0.04,1,0.17,1,0,0,,8.991,0,0.01
2026-02-06,墨西哥,0.00,1,0.15,2,0.07,1,0,0,,7.158,0,0.02
2026-02-06,比利时,0.00,1,0.14,2,0.07,1,0,0,,14.752,0,0.02
2026-02-06,日本,0.00,3,0.03,1,0.09,1,0,0,,5.268,0,0.00
2026-02-06,缅甸,0.00,2,0.04,1,0.09,1,0,0,,,0,0.01
2026-02-06,埃及,0.00,2,0.04,1,0.08,0,0,0,,,0,0.01
2026-02-06,土耳其,0.00,1,0.01,1,0.01,0,0,0,,,0,0.00
2026-02-06,秘鲁,0.00,2,0.00,0,,,0,,,,0,0.00
2026-02-06,阿尔巴尼亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-06,阿尔及利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-06,保加利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-06,俄罗斯,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-06,哥伦比亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-06,孟加拉国,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-06,新西兰,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-07,南非,0.00,2,2.01,11,0.37,0.8889,0,0,,,0,0.25
2026-02-07,意大利,0.00,6,0.60,18,0.20,0.1667,0,0,,,0,0.12
2026-02-07,孟加拉国,0.00,11,0.25,13,0.21,0.6923,0,0,,10.8164,0,0.05
2026-02-07,多米尼加共和国,0.00,1,2.22,4,0.55,0.75,0,0,,,0,0.44
2026-02-07,巴西,0.00,1,2.13,7,0.30,0.8571,0,0,,7.9285,0,0.27
2026-02-07,墨西哥,0.00,2,1.06,10,0.21,0.7,0,0,,4.2954,0,0.09
2026-02-07,危地马拉,0.00,1,2.02,5,0.40,0.25,0,0,,13.529,0,0.29
2026-02-07,菲律宾,0.00,5,0.38,11,0.17,0.7273,0,0,,11.6429,0,0.06
2026-02-07,阿尔及利亚,0.00,4,0.44,2,0.88,0.5,0,0,,2.193,0,0.13
2026-02-07,厄瓜多尔,0.00,5,0.29,7,0.21,0.5714,0,0,,11.4703,0,0.04
2026-02-07,乌兹别克斯坦,0.00,1,1.41,5,0.28,1,0,0,,,0,0.20
2026-02-07,哥伦比亚,0.00,3,0.46,6,0.23,1,0,0,,6.3766,0,0.05
2026-02-07,越南,0.00,4,0.33,12,0.11,0.6667,0,0,,20.3828,0,0.05
2026-02-07,乌克兰,0.00,2,0.53,6,0.18,0.8333,0,0,,4.5676,0,0.06
2026-02-07,伊拉克,0.00,2,0.39,9,0.09,0.5556,0,0,,25.5307,0,0.07
2026-02-07,博茨瓦纳,0.00,1,0.75,4,0.19,1,0,0,,38.476,0,0.11
2026-02-07,加拿大,0.00,1,0.70,1,0.70,1,0,0,,,0,0.18
2026-02-07,波兰,0.00,1,0.69,3,0.23,1,0,0,,,0,0.08
2026-02-07,肯尼亚,0.00,3,0.22,4,0.16,1,1,0.25,0.00,110.786,0.3333,0.04
2026-02-07,罗马尼亚,0.00,2,0.27,5,0.11,0.4,0,0,,1.623,0,0.03
2026-02-07,巴拿马,0.00,1,0.51,1,0.51,1,0,0,,,0,0.10
2026-02-07,哥斯达黎加,0.00,2,0.20,3,0.14,1,0,0,,56.665,0,0.03
2026-02-07,印度尼西亚,0.00,4,0.08,5,0.07,0.8,0,0,,9.3852,0,0.02
2026-02-07,巴基斯坦,0.00,1,0.32,3,0.11,0.6667,0,0,,10.4377,0,0.03
2026-02-07,巴勒斯坦,0.00,1,0.31,2,0.15,1,0,0,,2.315,0,0.04
2026-02-07,阿拉伯联合酋长国,0.00,1,0.20,2,0.10,0,0,0,,,0,0.03
2026-02-07,乌拉圭,0.00,1,0.13,2,0.06,1,0,0,,10.364,0,0.02
2026-02-07,俄罗斯,0.00,2,0.00,0,,,0,,,,0,0.00
2026-02-07,新加坡,0.00,2,0.00,0,,,0,,,,0,0.00
2026-02-07,埃及,0.00,1,0.00,0,,,0,,,,0,0.00
2026-02-07,秘鲁,0.00,1,0.00,0,,,0,,,,0,0.00
